"date","home","away","time","period","etype","team","player","result","points","type","x","y"
"10614",20081219,"MIA","LAL","01:29",2,"rebound","MIA","Joel Anthony","",0,"def",NA,NA
"10615",20081219,"MIA","LAL","01:27",2,"turnover","MIA","Joel Anthony","",0,"",NA,NA
"10616",20081219,"MIA","LAL","01:21",2,"turnover","LAL","Lamar Odom","",0,"",NA,NA
"10617",20081219,"MIA","LAL","00:58",2,"shot","MIA","Mario Chalmers","made",3,"3pt",38,27
"10618",20081219,"MIA","LAL","00:47",2,"shot","LAL","Kobe Bryant","missed",0,"3pt",8,24
"10619",20081219,"MIA","LAL","00:46",2,"rebound","MIA","Dwyane Wade","",0,"def",NA,NA
"10620",20081219,"MIA","LAL","00:33",2,"foul","LAL","Derek Fisher","",0,"shooting",NA,NA
"10621",20081219,"MIA","LAL","00:33",2,"free throw","MIA","Mario Chalmers","made",1,"",NA,NA
"10622",20081219,"MIA","LAL","00:33",2,"sub","MIA","","",0,"",NA,NA
"10623",20081219,"MIA","LAL","00:33",2,"free throw","MIA","Mario Chalmers","made",1,"",NA,NA
"10624",20081219,"MIA","LAL","00:10",2,"shot","LAL","Kobe Bryant","made",2,"driving finger roll layup",25,6
"10625",20081219,"MIA","LAL","00:01",2,"shot","MIA","Shawn Marion","made",2,"dunk",25,6
"10626",20081219,"MIA","LAL","11:50",3,"shot","LAL","Pau Gasol","missed",0,"jump",19,13
"10627",20081219,"MIA","LAL","11:49",3,"rebound","MIA","Mario Chalmers","",0,"def",NA,NA
"10628",20081219,"MIA","LAL","11:24",3,"shot","MIA","Udonis Haslem","missed",0,"jump",24,22
"10629",20081219,"MIA","LAL","11:23",3,"rebound","LAL","Kobe Bryant","",0,"def",NA,NA
"10630",20081219,"MIA","LAL","11:17",3,"shot","LAL","Kobe Bryant","missed",0,"jump",42,21
"10631",20081219,"MIA","LAL","11:16",3,"rebound","MIA","Mario Chalmers","",0,"def",NA,NA
"10632",20081219,"MIA","LAL","11:07",3,"shot","MIA","Dwyane Wade","missed",0,"jump",45,5
"10633",20081219,"MIA","LAL","11:06",3,"rebound","LAL","Kobe Bryant","",0,"def",NA,NA
"10634",20081219,"MIA","LAL","10:58",3,"turnover","LAL","Derek Fisher","",0,"",NA,NA
"10635",20081219,"MIA","LAL","10:52",3,"foul","LAL","Kobe Bryant","",0,"personal",NA,NA
"10636",20081219,"MIA","LAL","10:43",3,"shot","MIA","Mario Chalmers","missed",0,"jump",29,9
"10637",20081219,"MIA","LAL","10:42",3,"rebound","LAL","Derek Fisher","",0,"def",NA,NA
"10638",20081219,"MIA","LAL","10:26",3,"shot","LAL","Andrew Bynum","made",2,"driving layup",25,6
"10639",20081219,"MIA","LAL","10:26",3,"foul","MIA","Dwyane Wade","",0,"shooting",NA,NA
"10640",20081219,"MIA","LAL","10:26",3,"free throw","LAL","Andrew Bynum","missed",0,"",NA,NA
"10641",20081219,"MIA","LAL","10:25",3,"rebound","MIA","Shawn Marion","",0,"def",NA,NA
"10642",20081219,"MIA","LAL","10:08",3,"shot","MIA","Dwyane Wade","made",2,"fade away jumper",5,9
"10643",20081219,"MIA","LAL","09:58",3,"shot","LAL","Kobe Bryant","missed",0,"dunk",25,6
"10644",20081219,"MIA","LAL","09:57",3,"rebound","MIA","Dwyane Wade","",0,"def",NA,NA
"10645",20081219,"MIA","LAL","09:49",3,"foul","LAL","Derek Fisher","",0,"shooting",NA,NA
"10646",20081219,"MIA","LAL","09:49",3,"free throw","MIA","Joel Anthony","made",1,"",NA,NA
"10647",20081219,"MIA","LAL","09:49",3,"free throw","MIA","Joel Anthony","made",1,"",NA,NA
"10648",20081219,"MIA","LAL","09:43",3,"foul","MIA","Shawn Marion","",0,"shooting",NA,NA
"10649",20081219,"MIA","LAL","09:43",3,"free throw","LAL","Pau Gasol","missed",0,"",NA,NA
"10650",20081219,"MIA","LAL","09:43",3,"free throw","LAL","Pau Gasol","missed",0,"",NA,NA
"10651",20081219,"MIA","LAL","09:43",3,"rebound","LAL","","",0,"",NA,NA
"10652",20081219,"MIA","LAL","09:41",3,"rebound","MIA","Shawn Marion","",0,"def",NA,NA
"10653",20081219,"MIA","LAL","09:27",3,"shot","MIA","Dwyane Wade","made",2,"driving layup",25,6
"10654",20081219,"MIA","LAL","09:21",3,"foul","MIA","Shawn Marion","",0,"personal",NA,NA
"10655",20081219,"MIA","LAL","09:05",3,"shot","LAL","Pau Gasol","made",2,"jump",43,10
"10656",20081219,"MIA","LAL","08:43",3,"turnover","MIA","Shawn Marion","",0,"",NA,NA
"10657",20081219,"MIA","LAL","08:19",3,"shot","LAL","Derek Fisher","made",2,"jump",44,6
"10658",20081219,"MIA","LAL","08:02",3,"shot","MIA","Dwyane Wade","missed",0,"jump",36,23
"10659",20081219,"MIA","LAL","08:01",3,"rebound","LAL","","",0,"",NA,NA
"10660",20081219,"MIA","LAL","08:01",3,"foul","MIA","Udonis Haslem","",0,"loose ball",NA,NA
"10661",20081219,"MIA","LAL","07:48",3,"shot","LAL","Luke Walton","missed",0,"layup",25,6
"10662",20081219,"MIA","LAL","07:47",3,"rebound","LAL","Luke Walton","",0,"off",NA,NA
"10663",20081219,"MIA","LAL","07:46",3,"shot","LAL","Luke Walton","made",2,"layup",25,6
"10664",20081219,"MIA","LAL","07:27",3,"shot","MIA","Shawn Marion","made",2,"floating jump",16,7
"10665",20081219,"MIA","LAL","07:15",3,"turnover","LAL","Derek Fisher","",0,"",NA,NA
"10666",20081219,"MIA","LAL","07:08",3,"shot","MIA","Dwyane Wade","made",2,"driving dunk",25,6
"10667",20081219,"MIA","LAL","06:39",3,"shot","LAL","Kobe Bryant","missed",0,"driving layup",25,6
"10668",20081219,"MIA","LAL","06:37",3,"rebound","LAL","Kobe Bryant","",0,"off",NA,NA
"10669",20081219,"MIA","LAL","06:35",3,"turnover","LAL","Kobe Bryant","",0,"",NA,NA
"10670",20081219,"MIA","LAL","06:29",3,"turnover","MIA","Dwyane Wade","",0,"",NA,NA
"10671",20081219,"MIA","LAL","06:26",3,"foul","MIA","Mario Chalmers","",0,"shooting",NA,NA
"10672",20081219,"MIA","LAL","06:26",3,"free throw","LAL","Derek Fisher","made",1,"",NA,NA
"10673",20081219,"MIA","LAL","06:26",3,"sub","MIA","","",0,"",NA,NA
"10674",20081219,"MIA","LAL","06:26",3,"free throw","LAL","Derek Fisher","made",1,"",NA,NA
"10675",20081219,"MIA","LAL","06:10",3,"shot","MIA","Daequan Cook","missed",0,"3pt",47,17
"10676",20081219,"MIA","LAL","06:09",3,"rebound","LAL","Pau Gasol","",0,"def",NA,NA
"10677",20081219,"MIA","LAL","06:00",3,"turnover","LAL","Pau Gasol","",0,"",NA,NA
"10678",20081219,"MIA","LAL","05:41",3,"shot","MIA","Mario Chalmers","missed",0,"3pt",40,26
"10679",20081219,"MIA","LAL","05:40",3,"rebound","LAL","Andrew Bynum","",0,"def",NA,NA
"10680",20081219,"MIA","LAL","05:26",3,"shot","LAL","Derek Fisher","missed",0,"jump",5,5
"10681",20081219,"MIA","LAL","05:25",3,"rebound","MIA","","",0,"",NA,NA
"10682",20081219,"MIA","LAL","05:25",3,"timeout","MIA","","",0,"regular",NA,NA
"10683",20081219,"MIA","LAL","05:25",3,"sub","LAL","","",0,"",NA,NA
"10684",20081219,"MIA","LAL","05:10",3,"shot","MIA","Daequan Cook","made",3,"3pt",48,9
"10685",20081219,"MIA","LAL","04:52",3,"shot","LAL","Kobe Bryant","made",2,"jump",32,20
"10686",20081219,"MIA","LAL","04:29",3,"turnover","MIA","Shawn Marion","",0,"",NA,NA
"10687",20081219,"MIA","LAL","04:14",3,"foul","MIA","Daequan Cook","",0,"personal",NA,NA
"10688",20081219,"MIA","LAL","04:14",3,"free throw","LAL","Kobe Bryant","made",1,"",NA,NA
"10689",20081219,"MIA","LAL","04:14",3,"sub","LAL","","",0,"",NA,NA
"10690",20081219,"MIA","LAL","04:14",3,"free throw","LAL","Kobe Bryant","missed",0,"",NA,NA
"10691",20081219,"MIA","LAL","04:13",3,"rebound","MIA","Shawn Marion","",0,"def",NA,NA
"10692",20081219,"MIA","LAL","03:56",3,"shot","MIA","Shawn Marion","made",2,"dunk",25,6
"10693",20081219,"MIA","LAL","03:56",3,"foul","LAL","Andrew Bynum","",0,"shooting",NA,NA
"10694",20081219,"MIA","LAL","03:56",3,"sub","MIA","","",0,"",NA,NA
"10695",20081219,"MIA","LAL","03:56",3,"sub","LAL","","",0,"",NA,NA
"10696",20081219,"MIA","LAL","03:56",3,"free throw","MIA","Shawn Marion","made",1,"",NA,NA
"10697",20081219,"MIA","LAL","03:44",3,"shot","LAL","Kobe Bryant","made",2,"layup",25,6
"10698",20081219,"MIA","LAL","03:33",3,"foul","LAL","Lamar Odom","",0,"shooting",NA,NA
"10699",20081219,"MIA","LAL","03:33",3,"free throw","MIA","Dwyane Wade","missed",0,"",NA,NA
"10700",20081219,"MIA","LAL","03:33",3,"rebound","MIA","","",0,"",NA,NA
"10701",20081219,"MIA","LAL","03:33",3,"free throw","MIA","Dwyane Wade","made",1,"",NA,NA
"10702",20081219,"MIA","LAL","03:14",3,"shot","LAL","Derek Fisher","missed",0,"3pt",5,19
"10703",20081219,"MIA","LAL","03:13",3,"rebound","MIA","Joel Anthony","",0,"def",NA,NA
"10704",20081219,"MIA","LAL","03:03",3,"shot","MIA","Udonis Haslem","made",2,"jump",35,20
"10705",20081219,"MIA","LAL","03:02",3,"timeout","LAL","","",0,"regular",NA,NA
"10706",20081219,"MIA","LAL","03:02",3,"sub","LAL","","",0,"",NA,NA
"10707",20081219,"MIA","LAL","03:02",3,"sub","LAL","","",0,"",NA,NA
"10708",20081219,"MIA","LAL","02:42",3,"shot","LAL","Kobe Bryant","missed",0,"jump",34,18
"10709",20081219,"MIA","LAL","02:41",3,"rebound","MIA","Daequan Cook","",0,"def",NA,NA
"10710",20081219,"MIA","LAL","02:16",3,"shot","MIA","Daequan Cook","made",2,"jump",38,21
"10711",20081219,"MIA","LAL","02:00",3,"shot","LAL","Kobe Bryant","made",2,"jump bank",30,11
"10712",20081219,"MIA","LAL","01:49",3,"foul","LAL","Lamar Odom","",0,"shooting",NA,NA
"10713",20081219,"MIA","LAL","01:49",3,"free throw","MIA","Dwyane Wade","made",1,"",NA,NA
"10714",20081219,"MIA","LAL","01:49",3,"free throw","MIA","Dwyane Wade","made",1,"",NA,NA
"10715",20081219,"MIA","LAL","01:35",3,"shot","LAL","Pau Gasol","missed",0,"hook",31,9
"10716",20081219,"MIA","LAL","01:34",3,"rebound","MIA","Joel Anthony","",0,"def",NA,NA
"10717",20081219,"MIA","LAL","01:22",3,"shot","MIA","Daequan Cook","made",3,"3pt",46,18
"10718",20081219,"MIA","LAL","01:10",3,"shot","LAL","Kobe Bryant","missed",0,"3pt",44,23
"10719",20081219,"MIA","LAL","01:09",3,"rebound","MIA","Shawn Marion","",0,"def",NA,NA
"10720",20081219,"MIA","LAL","01:00",3,"shot","MIA","Dwyane Wade","missed",0,"jump",28,25
"10721",20081219,"MIA","LAL","00:59",3,"rebound","MIA","Shawn Marion","",0,"off",NA,NA
"10722",20081219,"MIA","LAL","00:53",3,"shot","MIA","Joel Anthony","missed",0,"layup",25,6
"10723",20081219,"MIA","LAL","00:52",3,"rebound","LAL","Pau Gasol","",0,"def",NA,NA
"10724",20081219,"MIA","LAL","00:44",3,"foul","LAL","Lamar Odom","",0,"offensive",NA,NA
"10725",20081219,"MIA","LAL","00:44",3,"turnover","LAL","Lamar Odom","",0,"",NA,NA
"10726",20081219,"MIA","LAL","00:44",3,"sub","LAL","","",0,"",NA,NA
"10727",20081219,"MIA","LAL","00:44",3,"timeout","MIA","","",0,"regular",NA,NA
"10728",20081219,"MIA","LAL","00:44",3,"sub","LAL","","",0,"",NA,NA
"10729",20081219,"MIA","LAL","00:44",3,"sub","MIA","","",0,"",NA,NA
"10730",20081219,"MIA","LAL","00:27",3,"turnover","MIA","Mario Chalmers","",0,"",NA,NA
"10731",20081219,"MIA","LAL","00:23",3,"turnover","LAL","Trevor Ariza","",0,"",NA,NA
"10732",20081219,"MIA","LAL","00:00",3,"shot","MIA","Dwyane Wade","made",3,"3pt",11,36
"10733",20081219,"MIA","LAL","11:42",4,"turnover","MIA","Michael Beasley","",0,"",NA,NA
"10734",20081219,"MIA","LAL","11:26",4,"turnover","LAL","Vladimir Radmanovic","",0,"",NA,NA
"10735",20081219,"MIA","LAL","11:12",4,"shot","MIA","Daequan Cook","missed",0,"3pt",18,30
"10736",20081219,"MIA","LAL","11:11",4,"rebound","LAL","Andrew Bynum","",0,"def",NA,NA
"10737",20081219,"MIA","LAL","11:01",4,"shot","LAL","Jordan Farmar","missed",0,"driving layup",25,6
"10738",20081219,"MIA","LAL","10:59",4,"rebound","LAL","Andrew Bynum","",0,"off",NA,NA
"10739",20081219,"MIA","LAL","10:57",4,"shot","LAL","Andrew Bynum","missed",0,"hook",27,9
"10740",20081219,"MIA","LAL","10:56",4,"rebound","MIA","Joel Anthony","",0,"def",NA,NA
"10741",20081219,"MIA","LAL","10:44",4,"turnover","MIA","Michael Beasley","",0,"",NA,NA
"10742",20081219,"MIA","LAL","10:27",4,"turnover","LAL","Vladimir Radmanovic","",0,"",NA,NA
"10743",20081219,"MIA","LAL","10:17",4,"foul","LAL","Trevor Ariza","",0,"personal",NA,NA
"10744",20081219,"MIA","LAL","10:09",4,"shot","MIA","Mario Chalmers","missed",0,"3pt",31,30
"10745",20081219,"MIA","LAL","10:08",4,"rebound","MIA","Joel Anthony","",0,"off",NA,NA
"10746",20081219,"MIA","LAL","10:04",4,"shot","MIA","Joel Anthony","missed",0,"hook",20,8
"10747",20081219,"MIA","LAL","10:03",4,"rebound","LAL","Trevor Ariza","",0,"def",NA,NA
"10748",20081219,"MIA","LAL","09:56",4,"shot","LAL","Jordan Farmar","missed",0,"running jump",31,13
"10749",20081219,"MIA","LAL","09:55",4,"rebound","MIA","","",0,"",NA,NA
"10750",20081219,"MIA","LAL","09:47",4,"foul","LAL","Trevor Ariza","",0,"personal",NA,NA
"10751",20081219,"MIA","LAL","09:37",4,"turnover","MIA","Dwyane Wade","",0,"",NA,NA
"10752",20081219,"MIA","LAL","09:17",4,"shot","LAL","Vladimir Radmanovic","missed",0,"3pt",34,29
"10753",20081219,"MIA","LAL","09:16",4,"rebound","LAL","Andrew Bynum","",0,"off",NA,NA
"10754",20081219,"MIA","LAL","09:12",4,"shot","LAL","Andrew Bynum","made",2,"hook",29,8
"10755",20081219,"MIA","LAL","08:53",4,"turnover","MIA","Mario Chalmers","",0,"",NA,NA
"10756",20081219,"MIA","LAL","08:47",4,"shot","LAL","Sasha Vujacic","made",3,"3pt",12,28
"10757",20081219,"MIA","LAL","08:23",4,"shot","MIA","Dwyane Wade","missed",0,"turnaround jump",24,22
"10758",20081219,"MIA","LAL","08:21",4,"rebound","LAL","Jordan Farmar","",0,"def",NA,NA
"10759",20081219,"MIA","LAL","08:17",4,"shot","LAL","Jordan Farmar","missed",0,"layup",25,6
"10760",20081219,"MIA","LAL","08:15",4,"rebound","MIA","Daequan Cook","",0,"def",NA,NA
"10761",20081219,"MIA","LAL","08:07",4,"shot","MIA","Mario Chalmers","missed",0,"driving layup",25,6
"10762",20081219,"MIA","LAL","08:05",4,"rebound","LAL","Sasha Vujacic","",0,"def",NA,NA
"10763",20081219,"MIA","LAL","08:05",4,"foul","MIA","Mario Chalmers","",0,"loose ball",NA,NA
"10764",20081219,"MIA","LAL","08:05",4,"timeout","OFF","","",0,"official",NA,NA
"10765",20081219,"MIA","LAL","08:05",4,"sub","LAL","","",0,"",NA,NA
"10766",20081219,"MIA","LAL","08:05",4,"sub","MIA","","",0,"",NA,NA
"10767",20081219,"MIA","LAL","08:05",4,"sub","MIA","","",0,"",NA,NA
"10768",20081219,"MIA","LAL","08:05",4,"sub","MIA","","",0,"",NA,NA
"10769",20081219,"MIA","LAL","08:05",4,"sub","MIA","","",0,"",NA,NA
"10770",20081219,"MIA","LAL","07:53",4,"shot","LAL","Sasha Vujacic","made",2,"jump",36,23
"10771",20081219,"MIA","LAL","07:36",4,"shot","MIA","Udonis Haslem","missed",0,"jump",34,20
"10772",20081219,"MIA","LAL","07:35",4,"rebound","LAL","Trevor Ariza","",0,"def",NA,NA
"10773",20081219,"MIA","LAL","07:16",4,"shot","LAL","Josh Powell","missed",0,"jump",13,15
"10774",20081219,"MIA","LAL","07:15",4,"rebound","MIA","Shawn Marion","",0,"def",NA,NA
"10775",20081219,"MIA","LAL","07:00",4,"shot","MIA","Daequan Cook","made",3,"3pt",48,8
"10776",20081219,"MIA","LAL","06:48",4,"shot","LAL","Trevor Ariza","missed",0,"jump",17,26
"10777",20081219,"MIA","LAL","06:47",4,"rebound","MIA","Shawn Marion","",0,"def",NA,NA
"10778",20081219,"MIA","LAL","06:31",4,"turnover","MIA","Daequan Cook","",0,"",NA,NA
"10779",20081219,"MIA","LAL","06:27",4,"shot","LAL","Jordan Farmar","made",2,"layup",25,6
"10780",20081219,"MIA","LAL","06:06",4,"foul","LAL","Josh Powell","",0,"personal",NA,NA
"10781",20081219,"MIA","LAL","05:55",4,"shot","MIA","Daequan Cook","missed",0,"jump",25,21
"10782",20081219,"MIA","LAL","05:53",4,"rebound","MIA","Shawn Marion","",0,"off",NA,NA
"10783",20081219,"MIA","LAL","05:47",4,"shot","MIA","Mario Chalmers","missed",0,"3pt",44,22
"10784",20081219,"MIA","LAL","05:46",4,"rebound","LAL","Josh Powell","",0,"def",NA,NA
"10785",20081219,"MIA","LAL","05:31",4,"shot","LAL","Trevor Ariza","made",2,"jump",9,18
"10786",20081219,"MIA","LAL","05:15",4,"shot","MIA","Mario Chalmers","made",2,"driving layup",25,6
"10787",20081219,"MIA","LAL","05:15",4,"timeout","LAL","","",0,"regular",NA,NA
"10788",20081219,"MIA","LAL","05:15",4,"sub","LAL","","",0,"",NA,NA
"10789",20081219,"MIA","LAL","05:15",4,"sub","LAL","","",0,"",NA,NA
"10790",20081219,"MIA","LAL","05:15",4,"sub","LAL","","",0,"",NA,NA
"10791",20081219,"MIA","LAL","05:15",4,"sub","MIA","","",0,"",NA,NA
"10792",20081219,"MIA","LAL","05:15",4,"sub","MIA","","",0,"",NA,NA
"10793",20081219,"MIA","LAL","04:59",4,"turnover","LAL","Derek Fisher","",0,"",NA,NA
"10794",20081219,"MIA","LAL","04:46",4,"shot","MIA","Mario Chalmers","missed",0,"driving layup",25,6
"10795",20081219,"MIA","LAL","04:45",4,"rebound","LAL","Pau Gasol","",0,"def",NA,NA
"10796",20081219,"MIA","LAL","04:41",4,"shot","LAL","Kobe Bryant","made",2,"dunk",25,6
"10797",20081219,"MIA","LAL","04:26",4,"foul","LAL","Kobe Bryant","",0,"personal",NA,NA
"10798",20081219,"MIA","LAL","04:26",4,"turnover","MIA","Dwyane Wade","",0,"",NA,NA
"10799",20081219,"MIA","LAL","04:13",4,"shot","LAL","Kobe Bryant","missed",0,"jump",37,22
"10800",20081219,"MIA","LAL","04:12",4,"rebound","MIA","Udonis Haslem","",0,"def",NA,NA
"10801",20081219,"MIA","LAL","03:52",4,"shot","MIA","Dwyane Wade","made",2,"jump",38,22
"10802",20081219,"MIA","LAL","03:30",4,"shot","LAL","Andrew Bynum","missed",0,"jump",32,18
"10803",20081219,"MIA","LAL","03:29",4,"rebound","MIA","Mario Chalmers","",0,"def",NA,NA
"10804",20081219,"MIA","LAL","03:22",4,"turnover","MIA","Dwyane Wade","",0,"",NA,NA
"10805",20081219,"MIA","LAL","03:07",4,"foul","MIA","Mario Chalmers","",0,"shooting",NA,NA
"10806",20081219,"MIA","LAL","03:07",4,"free throw","LAL","Derek Fisher","missed",0,"",NA,NA
"10807",20081219,"MIA","LAL","03:07",4,"rebound","LAL","","",0,"",NA,NA
"10808",20081219,"MIA","LAL","03:07",4,"sub","LAL","","",0,"",NA,NA
"10809",20081219,"MIA","LAL","03:07",4,"free throw","LAL","Derek Fisher","made",1,"",NA,NA
"10810",20081219,"MIA","LAL","02:45",4,"shot","MIA","Udonis Haslem","made",2,"jump",19,14
"10811",20081219,"MIA","LAL","02:33",4,"foul","MIA","Joel Anthony","",0,"shooting",NA,NA
"10812",20081219,"MIA","LAL","02:33",4,"timeout","MIA","","",0,"regular",NA,NA
"10813",20081219,"MIA","LAL","02:33",4,"sub","LAL","","",0,"",NA,NA
"10814",20081219,"MIA","LAL","02:33",4,"free throw","LAL","Lamar Odom","missed",0,"",NA,NA
"10815",20081219,"MIA","LAL","02:33",4,"rebound","LAL","","",0,"",NA,NA
"10816",20081219,"MIA","LAL","02:33",4,"free throw","LAL","Lamar Odom","missed",0,"",NA,NA
"10817",20081219,"MIA","LAL","02:31",4,"rebound","MIA","Shawn Marion","",0,"def",NA,NA
"10818",20081219,"MIA","LAL","02:18",4,"shot","MIA","Dwyane Wade","missed",0,"jump",11,21
"10819",20081219,"MIA","LAL","02:17",4,"rebound","LAL","","",0,"",NA,NA
"10820",20081219,"MIA","LAL","02:02",4,"shot","LAL","Trevor Ariza","made",3,"3pt",6,23
"10821",20081219,"MIA","LAL","01:46",4,"violation","LAL","Pau Gasol","",0,"kicked ball",NA,NA
"10822",20081219,"MIA","LAL","01:46",4,"violation","LAL","","",0,"delay of game",NA,NA
"10823",20081219,"MIA","LAL","01:46",4,"foul","LAL","Jackson","",0,"technical",NA,NA
"10824",20081219,"MIA","LAL","01:46",4,"free throw","MIA","Udonis Haslem","missed",0,"",NA,NA
"10825",20081219,"MIA","LAL","01:46",4,"rebound","MIA","","",0,"",NA,NA
"10826",20081219,"MIA","LAL","01:37",4,"shot","MIA","Dwyane Wade","made",2,"running jump",17,12
"10827",20081219,"MIA","LAL","01:31",4,"shot","LAL","Pau Gasol","made",2,"dunk",25,6
"10828",20081219,"MIA","LAL","01:18",4,"shot","MIA","Dwyane Wade","made",2,"jump",39,23
"10829",20081219,"MIA","LAL","01:14",4,"foul","MIA","Dwyane Wade","",0,"shooting",NA,NA
"10830",20081219,"MIA","LAL","01:14",4,"free throw","LAL","Pau Gasol","made",1,"",NA,NA
"10831",20081219,"MIA","LAL","01:14",4,"free throw","LAL","Pau Gasol","made",1,"",NA,NA
"10832",20081219,"MIA","LAL","00:56",4,"jump ball","OFF","","",0,"",NA,NA
"10833",20081219,"MIA","LAL","00:54",4,"foul","LAL","Derek Fisher","",0,"personal",NA,NA
"10834",20081219,"MIA","LAL","00:54",4,"free throw","MIA","Udonis Haslem","missed",0,"",NA,NA
"10835",20081219,"MIA","LAL","00:54",4,"rebound","MIA","","",0,"",NA,NA
"10836",20081219,"MIA","LAL","00:54",4,"free throw","MIA","Udonis Haslem","missed",0,"",NA,NA
"10837",20081219,"MIA","LAL","00:54",4,"rebound","LAL","Trevor Ariza","",0,"def",NA,NA
"10838",20081219,"MIA","LAL","00:54",4,"timeout","LAL","","",0,"short",NA,NA
"10839",20081219,"MIA","LAL","00:54",4,"sub","LAL","","",0,"",NA,NA
"10840",20081219,"MIA","LAL","00:41",4,"shot","LAL","Kobe Bryant","made",2,"turnaround jump",33,15
"10841",20081219,"MIA","LAL","00:41",4,"timeout","MIA","","",0,"regular",NA,NA
"10842",20081219,"MIA","LAL","00:41",4,"sub","LAL","","",0,"",NA,NA
"10843",20081219,"MIA","LAL","00:41",4,"sub","MIA","","",0,"",NA,NA
"10844",20081219,"MIA","LAL","00:22",4,"shot","MIA","Dwyane Wade","missed",0,"jump",17,11
"10845",20081219,"MIA","LAL","00:21",4,"rebound","LAL","Trevor Ariza","",0,"def",NA,NA
"10846",20081219,"MIA","LAL","00:14",4,"shot","LAL","Lamar Odom","missed",0,"jump",22,13
"10847",20081219,"MIA","LAL","00:13",4,"rebound","LAL","Lamar Odom","",0,"off",NA,NA
"10848",20081219,"MIA","LAL","00:12",4,"shot","LAL","Lamar Odom","missed",0,"jump",29,15
"10849",20081219,"MIA","LAL","00:11",4,"rebound","LAL","Pau Gasol","",0,"off",NA,NA
"10850",20081219,"MIA","LAL","00:10",4,"shot","LAL","Pau Gasol","missed",0,"jump",27,10
"10851",20081219,"MIA","LAL","00:09",4,"rebound","LAL","","",0,"",NA,NA
"10852",20081219,"MIA","LAL","00:09",4,"timeout","LAL","","",0,"short",NA,NA
"10853",20081219,"MIA","LAL","00:09",4,"sub","LAL","","",0,"",NA,NA
"10854",20081219,"MIA","LAL","00:09",4,"sub","MIA","","",0,"",NA,NA
"10855",20081219,"MIA","LAL","00:08",4,"foul","MIA","Mario Chalmers","",0,"shooting",NA,NA
"10856",20081219,"MIA","LAL","00:08",4,"free throw","LAL","Pau Gasol","missed",0,"",NA,NA
"10857",20081219,"MIA","LAL","00:08",4,"sub","LAL","","",0,"",NA,NA
"10858",20081219,"MIA","LAL","00:08",4,"rebound","LAL","","",0,"",NA,NA
"10859",20081219,"MIA","LAL","00:08",4,"free throw","LAL","Pau Gasol","made",1,"",NA,NA
"10860",20081219,"MIA","LAL","00:06",4,"foul","LAL","Lamar Odom","",0,"personal",NA,NA
"10861",20081219,"MIA","LAL","00:06",4,"free throw","MIA","Dwyane Wade","missed",0,"",NA,NA
"10862",20081219,"MIA","LAL","00:06",4,"rebound","MIA","","",0,"",NA,NA
"10863",20081219,"MIA","LAL","00:06",4,"free throw","MIA","Dwyane Wade","made",1,"",NA,NA
"10864",20081219,"MIA","LAL","00:06",4,"timeout","LAL","","",0,"regular",NA,NA
"10865",20081219,"MIA","LAL","00:06",4,"sub","LAL","","",0,"",NA,NA
"10866",20081219,"MIA","LAL","00:01",4,"shot","LAL","Kobe Bryant","missed",0,"jump",34,14
"10867",20081219,"MIA","LAL","00:00",4,"rebound","MIA","Udonis Haslem","",0,"def",NA,NA
"10868",20081220,"ORL","LAL","12:00",1,"jump ball","OFF","","",0,"",NA,NA
"10869",20081220,"ORL","LAL","11:44",1,"shot","LAL","Andrew Bynum","missed",0,"hook",28,14
"10870",20081220,"ORL","LAL","11:43",1,"rebound","ORL","Hedo Turkoglu","",0,"def",NA,NA
"10871",20081220,"ORL","LAL","11:36",1,"shot","ORL","Jameer Nelson","missed",0,"3pt",41,25
"10872",20081220,"ORL","LAL","11:34",1,"rebound","ORL","Dwight Howard","",0,"off",NA,NA
"10873",20081220,"ORL","LAL","11:32",1,"foul","LAL","Andrew Bynum","",0,"personal",NA,NA
"10874",20081220,"ORL","LAL","11:22",1,"shot","ORL","Dwight Howard","missed",0,"running hook",23,13
"10875",20081220,"ORL","LAL","11:20",1,"rebound","LAL","Kobe Bryant","",0,"def",NA,NA
"10876",20081220,"ORL","LAL","11:09",1,"shot","LAL","Kobe Bryant","made",2,"jump",15,24
"10877",20081220,"ORL","LAL","10:55",1,"foul","LAL","Andrew Bynum","",0,"personal",NA,NA
"10878",20081220,"ORL","LAL","10:55",1,"sub","LAL","","",0,"",NA,NA
"10879",20081220,"ORL","LAL","10:41",1,"shot","ORL","Jameer Nelson","made",3,"3pt",2,11
"10880",20081220,"ORL","LAL","10:32",1,"foul","ORL","Dwight Howard","",0,"shooting",NA,NA
"10881",20081220,"ORL","LAL","10:32",1,"free throw","LAL","Pau Gasol","made",1,"",NA,NA
"10882",20081220,"ORL","LAL","10:32",1,"free throw","LAL","Pau Gasol","made",1,"",NA,NA
"10883",20081220,"ORL","LAL","10:15",1,"turnover","ORL","Rashard Lewis","",0,"",NA,NA
"10884",20081220,"ORL","LAL","10:05",1,"shot","LAL","Kobe Bryant","missed",0,"jump",29,26
"10885",20081220,"ORL","LAL","10:04",1,"rebound","LAL","Luke Walton","",0,"off",NA,NA
"10886",20081220,"ORL","LAL","09:55",1,"shot","LAL","Kobe Bryant","made",2,"turnaround bank",37,14
"10887",20081220,"ORL","LAL","09:40",1,"turnover","ORL","Dwight Howard","",0,"",NA,NA
